training/actor/actor_loss,training/actor/bc_log_prob,training/actor/mse,training/actor/std,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/mse,validation/actor/std,time/epoch_time,time/total_time,step
4.838093,-4.838093,0.09736016,1.0,0.30495942,-0.38467452,9.149088,4.7895727,-4.7895727,0.07795214,1.0,0.03910222578048706,195.5111382007599,5000
4.8164296,-4.8164296,0.08869486,1.0,0.3641593,-0.4684195,17.402151,4.831913,-4.831913,0.09488827,1.0,0.009053223705291748,240.77726650238037,10000
4.814539,-4.814539,0.08793869,1.0,0.2433786,-0.16113412,7.4091196,4.7672305,-4.7672305,0.06901511,1.0,0.009057967615127564,286.0671133995056,15000
4.808301,-4.808301,0.085443296,1.0,0.18600029,-0.17250997,5.452626,4.774693,-4.774693,0.0720002,1.0,0.009075554990768432,331.4448962211609,20000
4.7732368,-4.7732368,0.07141761,1.0,0.15026551,-0.097075924,4.6496315,4.7786064,-4.7786064,0.0735654,1.0,0.009101014566421508,376.9499795436859,25000
4.8048744,-4.8048744,0.08407258,1.0,0.21933116,-0.17796566,5.0286574,4.7766,-4.7766,0.072762825,1.0,0.009058258390426635,422.2412827014923,30000
4.774474,-4.774474,0.0719127,1.0,0.17533581,-0.29619136,6.9973135,4.7771845,-4.7771845,0.07299671,1.0,0.008984846496582032,467.16552662849426,35000
4.789178,-4.789178,0.07779405,1.0,0.18461968,-0.23124577,4.140443,4.780313,-4.780313,0.07424809,1.0,0.009057036638259887,512.450718164444,40000
4.781451,-4.781451,0.074703686,1.0,0.15434635,-0.17743304,5.11663,4.786749,-4.786749,0.07682263,1.0,0.009109328365325927,557.9973673820496,45000
4.783041,-4.783041,0.07533935,1.0,0.19508663,-0.16064104,3.9383693,4.756441,-4.756441,0.064699344,1.0,0.009076090097427368,603.3778302669525,50000
4.7321863,-4.7321863,0.054997455,1.0,0.14022483,-0.12365514,4.2175303,4.7707663,-4.7707663,0.07042972,1.0,0.009017348289489746,648.4645817279816,55000
4.7760506,-4.7760506,0.072543174,1.0,0.303723,-0.17657065,5.8516684,4.782366,-4.782366,0.075069346,1.0,0.009167087650299072,694.3000295162201,60000
4.760598,-4.760598,0.06636214,1.0,0.1896886,-0.1507168,3.6088982,4.760801,-4.760801,0.066443324,1.0,0.00910264310836792,739.8132574558258,65000
4.7634664,-4.7634664,0.067509495,1.0,0.17132261,-0.11651641,3.206595,4.7671113,-4.7671113,0.068967365,1.0,0.008985554933547973,784.7410395145416,70000
4.784954,-4.784954,0.0761046,1.0,0.10049776,-0.0741478,3.8561437,4.7848787,-4.7848787,0.07607446,1.0,0.008988912487030029,829.685613155365,75000
