training/actor/actor_loss,training/actor/bc_log_prob,training/actor/mse,training/actor/std,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/mse,validation/actor/std,time/epoch_time,time/total_time,step
8.410244,-8.410244,0.26468414,1.0,0.07331036,-0.0785164,2.8154945,8.513809,-8.513809,0.29057539,1.0,1.025142758989334,5125.713806390762,5000
8.30411,-8.30411,0.23815052,1.0,0.055537052,-0.12670399,3.043807,8.344652,-8.344652,0.24828602,1.0,0.012829093742370606,5189.859279870987,10000
8.222455,-8.222455,0.21773669,1.0,0.09062945,-0.08108812,2.8278124,8.398245,-8.398245,0.26168415,1.0,0.012961568689346314,5254.667128801346,15000
8.174919,-8.174919,0.20585251,1.0,0.05250788,-0.08818523,2.347497,8.31753,-8.31753,0.24150538,1.0,0.01304198179244995,5319.877043247223,20000
8.147549,-8.147549,0.19901022,1.0,0.06971248,-0.055145495,2.5368123,8.324408,-8.324408,0.24322471,1.0,0.013123281002044677,5385.493453502655,25000
8.088859,-8.088859,0.18433769,1.0,0.1058011,-0.0633903,2.6003776,8.38917,-8.38917,0.25941563,1.0,0.01320803256034851,5451.533621788025,30000
8.1293745,-8.1293745,0.19446656,1.0,0.09465937,-0.06402881,2.7917736,8.30165,-8.30165,0.2375353,1.0,0.013272566795349121,5517.8964602947235,35000
8.111549,-8.111549,0.19001034,1.0,0.07074576,-0.07098773,2.640689,8.26575,-8.26575,0.22856042,1.0,0.013277928066253662,5584.286106348038,40000
8.033236,-8.033236,0.17043178,1.0,0.064899586,-0.10037859,2.547637,8.17482,-8.17482,0.20582795,1.0,0.013315841960906983,5650.865322113037,45000
8.093827,-8.093827,0.18557975,1.0,0.07024751,-0.048151765,2.7492363,8.29871,-8.29871,0.23680021,1.0,0.013303945684432984,5717.385056257248,50000
8.046236,-8.046236,0.17368211,1.0,0.076828934,-0.061573084,2.4141643,8.2645855,-8.2645855,0.22826931,1.0,0.013303845691680909,5783.904290437698,55000
8.108711,-8.108711,0.18930079,1.0,0.06799616,-0.086455174,2.7522953,8.257894,-8.257894,0.22659634,1.0,0.013332438898086548,5850.566489458084,60000
8.013428,-8.013428,0.16547982,1.0,0.07476612,-0.09606623,2.4186647,8.260237,-8.260237,0.2271823,1.0,0.013337764501571656,5917.25531744957,65000
8.038359,-8.038359,0.17171271,1.0,0.103885904,-0.09405946,2.512011,8.285582,-8.285582,0.23351832,1.0,0.01335558557510376,5984.033250331879,70000
8.019625,-8.019625,0.16702923,1.0,0.07957647,-0.050892588,2.6616273,8.250111,-8.250111,0.22465077,1.0,0.013327760076522827,6050.672057628632,75000
8.039796,-8.039796,0.1720718,1.0,0.05438925,-0.0760394,2.560321,8.182656,-8.182656,0.20778704,1.0,0.013364663934707642,6117.495382785797,80000
8.005746,-8.005746,0.16355938,1.0,0.066335894,-0.083142795,2.4862611,8.339771,-8.339771,0.24706587,1.0,0.013376521253585816,6184.377995491028,85000
7.9303226,-7.9303226,0.14470354,1.0,0.06639794,-0.062770575,2.372388,8.289142,-8.289142,0.23440838,1.0,0.013381080484390259,6251.283407688141,90000
7.9465322,-7.9465322,0.14875607,1.0,0.09460661,-0.05676064,2.6097882,8.2960615,-8.2960615,0.23613839,1.0,0.013369469165802002,6318.1307599544525,95000
8.054314,-8.054314,0.17570123,1.0,0.05985272,-0.06239389,2.7612247,8.296078,-8.296078,0.23614228,1.0,0.013382515287399291,6385.043342113495,100000
7.935753,-7.935753,0.14606115,1.0,0.06787163,-0.09917958,2.3989787,8.348923,-8.348923,0.2493538,1.0,0.9486061724662781,11128.074209928513,105000
