training/actor/actor_loss,training/actor/bc_log_prob,training/actor/mse,training/actor/std,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/mse,validation/actor/std,time/epoch_time,time/total_time,step
7.9665556,-7.9665556,0.15376188,1.0,0.13224645,-0.08063398,9.124734,8.035427,-8.035427,0.17097986,1.0,0.08831312065124512,441.5656123161316,5000
7.9173465,-7.9173465,0.14145955,1.0,0.20697546,-0.24043185,8.537824,7.9412503,-7.9412503,0.14743543,1.0,0.005052439165115357,466.82781410217285,10000
7.916314,-7.916314,0.14120147,1.0,0.21976662,-0.18882006,7.820519,7.9369664,-7.9369664,0.14636451,1.0,0.005042443704605102,492.04003977775574,15000
7.848851,-7.848851,0.12433573,1.0,0.08078847,-0.07337647,5.8906913,7.9164324,-7.9164324,0.14123102,1.0,0.0050786674976348875,517.4333839416504,20000
7.8381114,-7.8381114,0.121650785,1.0,0.095142394,-0.07782812,6.1518106,7.9175434,-7.9175434,0.14150877,1.0,0.004920434284210205,542.0355622768402,25000
7.8047,-7.8047,0.113297954,1.0,0.05812338,-0.121759385,6.164715,7.8693337,-7.8693337,0.12945643,1.0,0.004939604282379151,566.7335906028748,30000
7.76704,-7.76704,0.10388296,1.0,0.057604942,-0.06819946,4.711831,7.8126698,-7.8126698,0.11529032,1.0,0.004944404458999634,591.4556188583374,35000
7.7585893,-7.7585893,0.10177029,1.0,0.24918959,-0.10934205,6.5237374,7.905488,-7.905488,0.13849497,1.0,0.00496793098449707,616.2952835559845,40000
7.762266,-7.762266,0.10268949,1.0,0.1077856,-0.090974,5.524089,7.8537846,-7.8537846,0.12556915,1.0,0.004952176809310913,641.0561745166779,45000
7.7631855,-7.7631855,0.102919415,1.0,0.09869742,-0.1523036,5.9123335,7.8579006,-7.8579006,0.12659806,1.0,0.004981052112579346,665.9614415168762,50000
7.7364035,-7.7364035,0.09622383,1.0,0.080021456,-0.062123407,5.055661,7.874133,-7.874133,0.13065621,1.0,0.004976341009140015,690.8431527614594,55000
7.74438,-7.74438,0.09821796,1.0,0.06438247,-0.05355902,5.204999,7.8566513,-7.8566513,0.12628584,1.0,0.004958423614501953,715.6352763175964,60000
7.7246437,-7.7246437,0.09328388,1.0,0.20701851,-0.12538777,5.9860106,7.911639,-7.911639,0.14003268,1.0,0.004976152229309082,740.5160439014435,65000
7.7365513,-7.7365513,0.09626083,1.0,0.08076343,-0.14565256,6.022272,7.8684216,-7.8684216,0.12922834,1.0,0.0049784680843353276,765.4083914756775,70000
7.7319593,-7.7319593,0.095112786,1.0,0.15291259,-0.14578539,6.0233803,7.876751,-7.876751,0.13131076,1.0,0.004979731369018555,790.3070554733276,75000
7.704953,-7.704953,0.08836134,1.0,0.1310844,-0.10390819,5.8612356,7.9034505,-7.9034505,0.13798556,1.0,0.004972544717788696,815.1697857379913,80000
7.6976147,-7.6976147,0.08652671,1.0,0.118692555,-0.17616661,5.589295,7.9438963,-7.9438963,0.14809707,1.0,0.0049854532241821285,840.0970582962036,85000
